Store Number,City,Transaction_Count,Total_Revenue,Total_Bottles_Sold,Average_Transaction_Value,Average_Bottles_Per_Transaction,Average_Bottle_Retail,Premium_Product_Share,Unique_Products,Unique_Categories,Cluster,Cluster_Name,PCA1,PCA2
3054,GRINNELL,89,4816.93,306,54.12280898876405,3.438202247191011,19.04258426966292,0.3595505617977528,85,34,3,Balanced High-Performing Stores,2.321204959909133,-0.6433834534137429
3056,CLARION,18,1243.28,119,69.07111111111111,6.611111111111111,10.974444444444444,0.05555555555555555,16,11,1,Standard Neighbourhood Stores,-1.0101424728641395,-1.3273068992508328
3065,MONTEZUMA,56,3135.3,255,55.987500000000004,4.553571428571429,13.275535714285713,0.21428571428571427,47,25,3,Balanced High-Performing Stores,1.1639202115277878,-1.2670925968957725
3162,MUSCATINE,41,3301.18,290,80.51658536585366,7.073170731707317,12.258536585365855,0.0975609756097561,37,19,3,Balanced High-Performing Stores,0.7410500647016985,-1.3491471633531082
3352,MANCHESTER,22,3065.02,296,139.3190909090909,13.454545454545455,12.397272727272728,0.09090909090909091,21,17,3,Balanced High-Performing Stores,0.26616256342102523,-0.5746195483902024
3354,DAVENPORT,135,75088.47,4719,556.2108888888889,34.955555555555556,19.71985185185185,0.3851851851851852,111,43,2,Large High-Volume Stores,5.929411125124708,3.0918023978456324
3385,CEDAR RAPIDS,172,137837.58,7381,801.3812790697674,42.91279069767442,20.164593023255815,0.42441860465116277,138,49,2,Large High-Volume Stores,7.158120802093877,4.595242975568749
3390,MILFORD,252,46450.24,2600,184.3263492063492,10.317460317460318,18.25857142857143,0.32142857142857145,207,47,2,Large High-Volume Stores,5.468193223733904,-0.34379967989295407
3400,DES MOINES,38,5104.88,552,134.33894736842106,14.526315789473685,12.554736842105262,0.15789473684210525,36,19,3,Balanced High-Performing Stores,1.274901789270773,-0.49741610257551233
3403,COLUMBUS JUNCTION,89,4287.79,347,48.17741573033708,3.898876404494382,14.788426966292135,0.20224719101123595,76,33,3,Balanced High-Performing Stores,2.091316183539871,-1.4962959769056612
3417,MARENGO,131,8643.38,643,65.97999999999999,4.908396946564886,14.411297709923664,0.16793893129770993,112,37,2,Large High-Volume Stores,3.0706069599395325,-1.6726585468796729
3420,WINDSOR HEIGHTS,144,97326.0,5251,675.875,36.46527777777778,24.496111111111112,0.4861111111111111,115,42,2,Large High-Volume Stores,6.351244677261694,4.421704610065233
3437,NORWALK,17,2070.81,171,121.81235294117647,10.058823529411764,14.080588235294117,0.058823529411764705,14,10,1,Standard Neighbourhood Stores,-0.6756349529961219,-0.6064642512646776
3440,DES MOINES,9,738.86,212,82.09555555555556,23.555555555555557,5.197777777777778,0.0,9,7,1,Standard Neighbourhood Stores,-1.5701512683870074,-0.8852709782049268
3443,COUNCIL BLUFFS,186,25195.0,2080,135.45698924731184,11.182795698924732,14.44516129032258,0.1827956989247312,151,37,2,Large High-Volume Stores,4.342564325666875,-1.0919517892490218
3447,SIOUX CITY,88,106390.43,5137,1208.982159090909,58.375,23.66181818181818,0.5,67,40,4,Specialized Wholesale Stores,6.735735347537641,8.012557733124696
3451,DEWITT,13,986.04,90,75.84923076923077,6.923076923076923,11.3,0.0,13,8,1,Standard Neighbourhood Stores,-1.5499945312198007,-1.3283774805752016
3456,CLEAR LAKE,277,23306.02,1729,84.13725631768953,6.241877256317689,15.021516245487366,0.22021660649819494,196,45,2,Large High-Volume Stores,4.746206566737982,-1.5913170498623925
3461,STUART,75,6053.8099999999995,516,80.71746666666667,6.88,13.9964,0.14666666666666667,66,29,3,Balanced High-Performing Stores,2.1061791736966065,-1.3508694051945058
3465,PANORA,57,4911.52,317,86.16701754385966,5.56140350877193,16.323684210526316,0.3157894736842105,49,23,3,Balanced High-Performing Stores,1.505039315204816,-0.46786115598669314
3477,COUNCIL BLUFFS,96,48037.5,2798,500.390625,29.145833333333332,18.100729166666667,0.3541666666666667,73,31,2,Large High-Volume Stores,4.63500835978762,2.588078723382742
3482,CARROLL,17,1430.16,107,84.12705882352941,6.294117647058823,11.184117647058823,0.11764705882352941,16,11,1,Standard Neighbourhood Stores,-0.9641718333973123,-1.033692972537165
3484,MARCUS,29,1436.73,109,49.54241379310345,3.7586206896551726,13.75551724137931,0.1724137931034483,28,19,3,Balanced High-Performing Stores,-0.20216906489018388,-1.1904686528460413
3488,BELLEVUE,71,8584.07,569,120.90239436619719,8.014084507042254,16.308028169014083,0.28169014084507044,54,26,3,Balanced High-Performing Stores,2.2174870204104464,-0.3848849559234958
3494,WATERLOO,143,81228.36,4200,568.0304895104895,29.37062937062937,19.12083916083916,0.4125874125874126,100,45,2,Large High-Volume Stores,5.936593845368318,2.9075364312665424
3495,MONTICELLO,145,4933.74,455,34.02579310344827,3.1379310344827585,12.629931034482759,0.1310344827586207,119,39,3,Balanced High-Performing Stores,2.784609906614203,-2.2374668181767055
3514,FORT DODGE,143,12895.0,808,90.17482517482517,5.65034965034965,17.998251748251747,0.2937062937062937,122,41,2,Large High-Volume Stores,3.677283570395387,-0.8792841705371586
3521,COUNCIL BLUFFS,47,8062.52,404,171.54297872340427,8.595744680851064,19.65276595744681,0.3829787234042553,43,26,3,Balanced High-Performing Stores,1.955539339493256,0.5874096526691259
3524,AMES,112,84469.15,4321,754.1888392857143,38.580357142857146,22.34375,0.5,84,37,2,Large High-Volume Stores,5.90101157588286,4.893722869706703
3525,WASHINGTON,178,24363.52,1754,136.87370786516854,9.853932584269662,18.140730337078654,0.3089887640449438,157,45,2,Large High-Volume Stores,4.662711017277564,-0.5185025896891078
3528,MASON CITY,39,7456.74,378,191.19846153846154,9.692307692307692,19.792051282051283,0.358974358974359,36,21,3,Balanced High-Performing Stores,1.5830184728530254,0.7747781879114716
3529,CHEROKEE,30,1757.87,130,58.595666666666666,4.333333333333333,16.296666666666667,0.26666666666666666,29,20,3,Balanced High-Performing Stores,0.10509920188862332,-0.6170810894827505
3531,OSAGE,12,647.13,33,53.9275,2.75,21.584166666666665,0.6666666666666666,12,11,0,Premium Retail Stores,-1.5623357540902278,1.4355012760744446
3536,EAGLE GROVE,12,624.51,76,52.0425,6.333333333333333,12.508333333333333,0.08333333333333333,11,8,1,Standard Neighbourhood Stores,-1.8514536994395951,-1.061050832493908
3540,DAVENPORT,53,9728.28,552,183.55245283018868,10.415094339622641,18.439811320754718,0.37735849056603776,47,26,3,Balanced High-Performing Stores,2.248231436711788,0.5798659861838434
3542,ST ANSGAR,51,5460.43,350,107.0672549019608,6.862745098039215,20.102745098039215,0.47058823529411764,40,31,3,Balanced High-Performing Stores,1.9067502854733438,0.4768935995310329
3549,FORT MADISON,78,19221.97,1212,246.43551282051283,15.538461538461538,18.427179487179487,0.2948717948717949,66,33,2,Large High-Volume Stores,3.43809547786734,0.6392727919426257
3562,WEST BURLINGTON,144,27790.14,1777,192.98708333333332,12.340277777777779,15.85597222222222,0.2222222222222222,109,41,2,Large High-Volume Stores,4.327517359368399,-0.4761911171091767
3563,MUSCATINE,93,14911.38,1043,160.3374193548387,11.21505376344086,15.12247311827957,0.1827956989247312,67,29,2,Large High-Volume Stores,2.9718527172448685,-0.5874194574413982
3565,IOWA CITY,109,7030.19,621,64.49715596330275,5.697247706422019,15.065688073394496,0.22935779816513763,101,39,2,Large High-Volume Stores,2.979535561194973,-1.364290555354892
3573,OTTUMWA,66,6796.31,487,102.97439393939395,7.378787878787879,14.75060606060606,0.19696969696969696,59,32,3,Balanced High-Performing Stores,2.202060136587006,-0.9869278411249786
3576,HARTLEY,19,1503.94,131,79.15473684210527,6.894736842105263,11.71,0.05263157894736842,18,11,1,Standard Neighbourhood Stores,-0.8108285474604287,-1.2410539624154655
3582,LEON,7,665.72,38,95.10285714285715,5.428571428571429,17.262857142857143,0.2857142857142857,6,6,0,Premium Retail Stores,-2.391461974703909,0.3632728611362314
3583,CORYDON,16,735.98,45,45.99875,2.8125,17.140625,0.3125,14,11,0,Premium Retail Stores,-1.5011835976368604,-0.21730277572369114
3584,OELWEIN,35,3801.54,365,108.61542857142857,10.428571428571429,12.545142857142856,0.08571428571428572,33,15,3,Balanced High-Performing Stores,0.6768239932424116,-0.9845574309150172
3587,KEOKUK,8,941.16,84,117.645,10.5,12.225,0.125,8,6,1,Standard Neighbourhood Stores,-1.8853771991069483,-0.30069317402587725
3591,ACKLEY,6,520.91,41,86.81833333333333,6.833333333333333,12.741666666666667,0.16666666666666666,6,5,1,Standard Neighbourhood Stores,-2.6665622468341246,-0.34884238693976327
3592,FORT DODGE,118,21027.9,1494,178.20254237288137,12.661016949152541,15.058728813559323,0.17796610169491525,90,33,2,Large High-Volume Stores,3.6457921554450308,-0.5884444214499712
3606,GRUNDY CENTER,13,878.12,67,67.5476923076923,5.153846153846154,13.673846153846153,0.15384615384615385,13,12,1,Standard Neighbourhood Stores,-1.4601488644376017,-0.7882736504216147
3611,LOGAN,25,2770.38,204,110.8152,8.16,13.713199999999999,0.2,23,13,3,Balanced High-Performing Stores,0.036759789756507184,-0.4711090360659517
3612,MAQUOKETA,181,10881.94,862,60.12121546961326,4.762430939226519,12.81292817679558,0.11602209944751381,141,40,2,Large High-Volume Stores,3.559745113609339,-2.1332650090650076
3614,IDA GROVE,14,821.23,89,58.659285714285716,6.357142857142857,11.334999999999999,0.07142857142857142,13,8,1,Standard Neighbourhood Stores,-1.5711626578240492,-1.2074348875313956
3615,EMMETSBURG,14,1000.0,82,71.42857142857143,5.857142857142857,13.891428571428571,0.14285714285714285,13,9,1,Standard Neighbourhood Stores,-1.4106371167091496,-0.7303732053254132
3616,LAURENS,14,853.0,65,60.92857142857143,4.642857142857143,13.376428571428571,0.07142857142857142,14,9,1,Standard Neighbourhood Stores,-1.5974461979131764,-1.1332931202045988
3618,CEDAR RAPIDS,87,16680.54,1140,191.7303448275862,13.10344827586207,15.589310344827586,0.20689655172413793,72,31,2,Large High-Volume Stores,3.200170954900574,-0.2601675034487004
3621,SHELDON,64,4146.15,296,64.78359375,4.625,14.13,0.15625,61,28,3,Balanced High-Performing Stores,1.5881110267471803,-1.4437890155161395
3622,SPIRIT LAKE,95,27894.3,1480,293.6242105263158,15.578947368421053,18.88884210526316,0.37894736842105264,66,28,2,Large High-Volume Stores,3.670820532365899,1.2081752297005695
3624,NEWTON,52,8185.8,540,157.41923076923078,10.384615384615385,17.514615384615386,0.36538461538461536,38,24,3,Balanced High-Performing Stores,1.9504015688690546,0.40438261053753616
3625,ANKENY,125,25940.16,1584,207.52128,12.672,17.138560000000002,0.264,99,35,2,Large High-Volume Stores,3.998301299025185,-0.04255314769044521
3626,SPENCER,85,14185.86,1039,166.8924705882353,12.223529411764705,14.795882352941177,0.16470588235294117,71,28,3,Balanced High-Performing Stores,2.9066668477857767,-0.5825777803135478
3628,CEDAR RAPIDS,81,13518.0,808,166.88888888888889,9.975308641975309,16.98493827160494,0.25925925925925924,64,27,3,Balanced High-Performing Stores,2.7525116177847124,-0.15688255952469002
3629,COUNCIL BLUFFS,124,19309.2,1404,155.71935483870968,11.32258064516129,15.169112903225807,0.20161290322580644,100,36,2,Large High-Volume Stores,3.7449183462090843,-0.7282326521111275
3631,AUDUBON,14,1046.58,83,74.75571428571428,5.928571428571429,12.504285714285714,0.14285714285714285,13,12,1,Standard Neighbourhood Stores,-1.290066808951177,-0.8576166015238218
3632,DUBUQUE,87,15124.380000000001,906,173.84344827586207,10.413793103448276,16.740919540229886,0.22988505747126436,73,27,3,Balanced High-Performing Stores,2.918352067598131,-0.2552780612135569
3635,OGDEN,17,1148.31,88,67.54764705882353,5.176470588235294,14.174117647058821,0.058823529411764705,16,13,1,Standard Neighbourhood Stores,-1.0825734706827639,-1.1473501111373459
3644,ALTOONA,146,25986.18,1585,177.98753424657534,10.856164383561644,17.669657534246575,0.2808219178082192,124,43,2,Large High-Volume Stores,4.420618755574348,-0.31974114141293886
3645,WINDSOR HEIGHTS,79,12063.84,824,152.706835443038,10.430379746835444,16.795696202531644,0.27848101265822783,68,26,3,Balanced High-Performing Stores,2.6957968574350795,-0.1477360107492404
3647,CLINTON,89,17677.24,1058,198.6206741573034,11.887640449438202,16.892584269662922,0.25842696629213485,68,30,2,Large High-Volume Stores,3.1843301800650545,0.01154999406925108
3648,FAIRBANK,12,740.76,50,61.73,4.166666666666667,29.514166666666668,0.25,12,11,0,Premium Retail Stores,-1.5272797519780763,0.7760552508894059
3650,HOLSTEIN,113,11488.74,758,101.67026548672567,6.707964601769912,18.71486725663717,0.3008849557522124,102,42,2,Large High-Volume Stores,3.500004560879073,-0.6404597303664042
3651,INDIANOLA,86,12977.3,847,150.89883720930231,9.848837209302326,17.018837209302323,0.23255813953488372,69,26,3,Balanced High-Performing Stores,2.740796283743855,-0.3343770473819813
3654,BELMOND,20,2636.56,192,131.828,9.6,14.338999999999999,0.2,17,12,3,Balanced High-Performing Stores,-0.21947037906397487,-0.16109905940911665
3655,SIOUX CITY,15,1201.3999999999999,91,80.09333333333332,6.066666666666666,14.605333333333332,0.13333333333333333,15,8,1,Standard Neighbourhood Stores,-1.238065412026761,-0.6728216186785801
3656,ANKENY,50,8378.4,498,167.56799999999998,9.96,17.7366,0.28,45,22,3,Balanced High-Performing Stores,1.8719607759395276,0.1617248530968249
3660,KNOXVILLE,55,9488.16,578,172.512,10.50909090909091,16.205454545454543,0.34545454545454546,49,22,3,Balanced High-Performing Stores,2.0900543940701346,0.27952679923047813
3663,WATERLOO,58,10754.46,692,185.42172413793102,11.931034482758621,16.015,0.2413793103448276,50,26,3,Balanced High-Performing Stores,2.3406403841131427,-0.0168535682901295
3664,NORTHWOOD,92,9224.43,776,100.26554347826087,8.434782608695652,17.650434782608695,0.2608695652173913,72,26,3,Balanced High-Performing Stores,2.579631604477716,-0.5114723761448712
3666,CEDAR RAPIDS,71,13478.28,768,189.8349295774648,10.816901408450704,18.875774647887326,0.43661971830985913,57,29,2,Large High-Volume Stores,2.8655601987515666,0.7541596753693617
3670,CORALVILLE,108,16295.58,1230,150.885,11.38888888888889,14.430833333333332,0.17592592592592593,91,33,2,Large High-Volume Stores,3.392966458576226,-0.8232629940985995
3676,GREENE,21,1028.73,74,48.98714285714286,3.5238095238095237,15.939047619047617,0.3333333333333333,19,13,0,Premium Retail Stores,-0.8681492891211412,-0.3068586088018223
3678,DES MOINES,56,6159.63,621,109.99339285714287,11.089285714285714,17.049285714285713,0.25,52,26,3,Balanced High-Performing Stores,2.012794799788491,-0.3005120641764941
3679,MONONA,89,4083.15,240,45.87808988764045,2.696629213483146,17.389775280898878,0.3146067415730337,70,35,3,Balanced High-Performing Stores,2.0562459214973603,-0.9819250465546874
3682,WESLEY,46,7113.17,486,154.6341304347826,10.565217391304348,17.221304347826088,0.2608695652173913,42,26,3,Balanced High-Performing Stores,1.85336443925057,0.0002581114613863964
3688,FREDERICKSBURG,18,1408.29,113,78.23833333333333,6.277777777777778,13.085555555555555,0.1111111111111111,13,8,1,Standard Neighbourhood Stores,-1.1169722851102002,-0.8699397574945926
3690,WATERLOO,41,6358.24,387,155.0790243902439,9.439024390243903,20.189999999999998,0.3170731707317073,37,19,3,Balanced High-Performing Stores,1.4239092522016727,0.49782237997484624
3691,URBANDALE,73,14993.0,811,205.3835616438356,11.10958904109589,20.118082191780825,0.3561643835616438,59,30,2,Large High-Volume Stores,2.971775751197171,0.6477393115031538
3692,MT VERNON,79,17779.57,1630,225.05784810126582,20.632911392405063,16.103164556962028,0.25316455696202533,73,36,2,Large High-Volume Stores,3.651985839261146,0.40133141057975075
3695,REMSEN,45,5349.99,336,118.88866666666667,7.466666666666667,15.896666666666667,0.24444444444444444,39,24,3,Balanced High-Performing Stores,1.3988295418305523,-0.4366928122788471
3696,DES MOINES,58,10889.94,666,187.75758620689655,11.482758620689655,18.041724137931034,0.39655172413793105,53,26,3,Balanced High-Performing Stores,2.4759928399665676,0.6489956388308685
3697,DUBUQUE,18,514.56,59,28.586666666666662,3.2777777777777777,8.122777777777777,0.05555555555555555,16,9,1,Standard Neighbourhood Stores,-1.7713410199929398,-1.9020508442966526
3698,WEST DES MOINES,57,4651.9,266,81.61228070175439,4.666666666666667,20.830701754385963,0.3684210526315789,53,31,3,Balanced High-Performing Stores,1.8105489945763868,-0.09676634354311471
3700,AVOCA,68,6008.34,369,88.35794117647059,5.426470588235294,16.56441176470588,0.2647058823529412,55,27,3,Balanced High-Performing Stores,1.8789584132550725,-0.7068098101652905
3704,EMMETSBURG,153,8984.08,587,58.71947712418301,3.8366013071895426,17.079477124183004,0.33986928104575165,112,42,2,Large High-Volume Stores,3.417441541340432,-1.043360913535105
3705,ROCK RAPIDS,115,10005.98,713,87.00852173913043,6.2,15.581130434782608,0.25217391304347825,98,39,2,Large High-Volume Stores,3.221566755122997,-1.112780088722331
3707,CEDAR RAPIDS,71,11684.9,619,164.57605633802817,8.71830985915493,21.106478873239436,0.4084507042253521,61,34,2,Large High-Volume Stores,2.8976438490869842,0.5534459288794833
3710,COLUMBUS JUNCTION,8,1700.58,445,212.5725,55.625,7.61125,0.125,7,7,1,Standard Neighbourhood Stores,-0.5592252796278363,1.9407888705935643
3712,MONTEZUMA,86,7309.34,393,84.99232558139535,4.569767441860465,19.927790697674418,0.3488372093023256,74,36,3,Balanced High-Performing Stores,2.611420460906545,-0.3963224531867405
3713,MASON CITY,101,19863.84,1242,196.67168316831683,12.297029702970297,17.65792079207921,0.25742574257425743,81,28,2,Large High-Volume Stores,3.3568580845067526,0.05578871799686189
3715,DAVENPORT,86,9185.89,939,106.81267441860464,10.918604651162791,15.809534883720932,0.22093023255813954,73,26,3,Balanced High-Performing Stores,2.613987602832347,-0.6397028252367762
3717,SUMNER,57,2510.63,217,44.046140350877195,3.807017543859649,14.370350877192983,0.12280701754385964,54,28,3,Balanced High-Performing Stores,1.1329061116880321,-1.6447322583982462
3719,MARSHALLTOWN,62,10364.82,702,167.17451612903224,11.32258064516129,17.01258064516129,0.25806451612903225,54,26,3,Balanced High-Performing Stores,2.3878630596659454,-0.016031086320341736
3721,DECORAH,131,22703.46,1404,173.30885496183205,10.717557251908397,17.533053435114503,0.2900763358778626,108,36,2,Large High-Volume Stores,3.959866958440052,-0.206871712653543
3722,SIOUX CITY,110,20023.98,1304,182.0361818181818,11.854545454545455,17.037,0.23636363636363636,89,34,2,Large High-Volume Stores,3.6325967413378755,-0.25231369621402394
3723,ONAWA,217,9019.49,858,41.564470046082945,3.953917050691244,16.002442396313366,0.24423963133640553,178,40,2,Large High-Volume Stores,3.7592351367857515,-1.6439820928704514
3725,ARMSTRONG,8,364.36,24,45.545,3.0,17.905,0.375,8,6,0,Premium Retail Stores,-2.6292565739057556,0.29625789121476176
3726,OTTUMWA,74,11853.3,864,160.17972972972973,11.675675675675675,14.393108108108107,0.12162162162162163,55,26,3,Balanced High-Performing Stores,2.4789816988402418,-0.7305526071149983
3728,COUNCIL BLUFFS,75,7172.86,884,95.63813333333333,11.786666666666667,15.990133333333333,0.28,63,33,3,Balanced High-Performing Stores,2.662978879855409,-0.4765437626183945
3731,DAVENPORT,121,19823.62,1250,163.83157024793388,10.330578512396695,16.53479338842975,0.2644628099173554,99,37,2,Large High-Volume Stores,3.7871200057877092,-0.4216148956449993
3732,ELDRIDGE,100,8848.64,614,88.48639999999999,6.14,17.2085,0.29,90,38,2,Large High-Volume Stores,3.0276009527294803,-0.803584379930277
3734,PRIMGHAR,5,409.28999999999996,30,81.85799999999999,6.0,14.984,0.4,5,5,0,Premium Retail Stores,-2.847394055988084,0.6030616327696962
3735,OSKALOOSA,67,7709.72,666,115.07044776119403,9.940298507462687,15.106268656716418,0.23880597014925373,62,26,3,Balanced High-Performing Stores,2.2460293376377085,-0.5800685712688445
3738,DUBUQUE,42,2135.23,276,50.83880952380952,6.571428571428571,11.582619047619048,0.07142857142857142,41,23,3,Balanced High-Performing Stores,0.7000752970645008,-1.733198898644163
3740,WATERLOO,38,4887.24,296,128.61157894736843,7.7894736842105265,12.371052631578948,0.21052631578947367,33,18,3,Balanced High-Performing Stores,0.912509505282028,-0.6528007209479048
3742,LEMARS,43,8051.52,492,187.24465116279072,11.44186046511628,17.08767441860465,0.2558139534883721,36,21,3,Balanced High-Performing Stores,1.668800889779552,0.25969715041628977
3744,DYERSVILLE,56,5190.5,408,92.6875,7.285714285714286,14.049642857142857,0.19642857142857142,47,27,3,Balanced High-Performing Stores,1.6622519464565346,-0.9791823954873785
3747,SIGOURNEY,27,1584.82,125,58.697037037037035,4.62962962962963,13.111481481481482,0.25925925925925924,25,15,3,Balanced High-Performing Stores,-0.2726341244703188,-0.7876419163448021
3749,STORM LAKE,42,8421.78,552,200.51857142857145,13.142857142857142,17.463809523809523,0.30952380952380953,35,18,3,Balanced High-Performing Stores,1.6679775903614142,0.6558189045716165
3756,MANNING,94,4749.13,292,50.522659574468086,3.106382978723404,16.37287234042553,0.2127659574468085,75,29,3,Balanced High-Performing Stores,1.9555317338106188,-1.314049918902074
3757,SIOUX CITY,138,24333.06,1494,176.32652173913044,10.826086956521738,17.093260869565217,0.2826086956521739,110,30,2,Large High-Volume Stores,3.8174869932833015,-0.18870679293578618
3761,LENOX,16,889.15,53,55.571875,3.3125,15.896875,0.25,15,11,1,Standard Neighbourhood Stores,-1.3791455346871935,-0.4674755064977432
3762,WINDSOR HEIGHTS,69,5983.98,369,86.72434782608696,5.3478260869565215,18.832028985507247,0.3333333333333333,65,32,3,Balanced High-Performing Stores,2.204803530959035,-0.39356489027545155
3763,HAWARDEN,33,3186.89,222,96.57242424242423,6.7272727272727275,15.487878787878788,0.18181818181818182,29,18,3,Balanced High-Performing Stores,0.49498654310509066,-0.659214325675909
3766,NEW HAMPTON,17,877.81,89,51.635882352941174,5.235294117647059,12.269411764705882,0.058823529411764705,17,13,1,Standard Neighbourhood Stores,-1.1881918634682964,-1.3902993422296743
3769,CEDAR FALLS,150,27005.46,1766,180.0364,11.773333333333333,16.028266666666667,0.23333333333333334,111,38,2,Large High-Volume Stores,4.2191668930286985,-0.4854076510008276
3772,DES MOINES,32,5074.51,733,158.5784375,22.90625,10.008125,0.09375,28,15,3,Balanced High-Performing Stores,1.092727501358342,-0.29302397940956026
3773,CEDAR RAPIDS,484,136892.2,7395,282.83512396694215,15.27892561983471,22.11479338842975,0.4628099173553719,325,60,2,Large High-Volume Stores,7.515357415625955,0.8084560696183226
3774,DUBUQUE,42,4733.04,666,112.69142857142857,15.857142857142858,9.295,0.0,34,18,3,Balanced High-Performing Stores,1.1492919340522998,-1.324212316222944
3776,DAVENPORT,118,15851.76,1121,134.3369491525424,9.5,14.81906779661017,0.17796610169491525,95,36,2,Large High-Volume Stores,3.4812711293884107,-1.0065527338179545
3778,DES MOINES,44,2137.24,232,48.57363636363636,5.2727272727272725,14.12409090909091,0.20454545454545456,42,22,3,Balanced High-Performing Stores,0.7264972863627502,-1.1500407706549725
3779,FORT DODGE,6,359.29,35,59.88166666666667,5.833333333333333,10.76,0.0,6,5,1,Standard Neighbourhood Stores,-3.028966107135691,-1.2509831485027416
3782,GUTTENBERG,62,6190.57,459,99.84790322580645,7.403225806451613,15.64806451612903,0.20967741935483872,54,27,3,Balanced High-Performing Stores,1.9113975139767077,-0.8032033654669166
3783,POCAHONTAS,52,2726.96,238,52.441538461538464,4.576923076923077,13.338461538461539,0.1346153846153846,47,26,3,Balanced High-Performing Stores,1.0373010474800344,-1.5492494865309492
3784,INDEPENDENCE,73,4840.45,346,66.30753424657534,4.739726027397261,16.292465753424658,0.2602739726027397,60,28,3,Balanced High-Performing Stores,1.8430034034314486,-0.9210108981221653
3785,DES MOINES,27,1934.62,234,71.65259259259258,8.666666666666666,17.64222222222222,0.2962962962962963,27,15,3,Balanced High-Performing Stores,0.1898332422216967,-0.05778249902465499
3789,OSKALOOSA,52,8766.0,544,168.57692307692307,10.461538461538462,17.160384615384615,0.25,47,20,3,Balanced High-Performing Stores,1.866277462333553,0.052932831847282154
3790,MT PLEASANT,68,11830.92,762,173.98411764705884,11.205882352941176,17.48735294117647,0.25,54,24,3,Balanced High-Performing Stores,2.440889849753328,0.03208825980275248
3791,JEFFERSON,33,596.8,41,18.084848484848482,1.2424242424242424,13.973939393939393,0.15151515151515152,31,17,1,Standard Neighbourhood Stores,-0.9242730741347833,-1.542632178474413
3797,DAVENPORT,6,872.28,114,145.38,19.0,11.766666666666666,0.16666666666666666,6,6,1,Standard Neighbourhood Stores,-1.8870748147754406,0.41543376183805514
3798,HAWARDEN,6,867.18,60,144.53,10.0,14.593333333333334,0.16666666666666666,4,1,1,Standard Neighbourhood Stores,-2.5210660284817084,0.33097971786079095
3803,STRAWBERRY POINT,10,1192.26,102,119.226,10.2,12.371,0.2,9,7,1,Standard Neighbourhood Stores,-1.5066989356345357,-0.10055663287930026
3805,DAVENPORT,68,12043.23,1408,177.10632352941175,20.705882352941178,11.553088235294117,0.1323529411764706,59,29,3,Balanced High-Performing Stores,2.857398017553384,-0.4515837861202376
3806,WEST DES MOINES,70,15053.94,846,215.05628571428574,12.085714285714285,19.301714285714283,0.37142857142857144,61,33,2,Large High-Volume Stores,3.117901861303441,0.688701885711493
3808,LA PORTE CITY,38,2330.63,173,61.332368421052635,4.552631578947368,15.219210526315791,0.2631578947368421,36,21,3,Balanced High-Performing Stores,0.5390527414767653,-0.7726016288033668
3811,KEOKUK,58,9297.72,594,160.3055172413793,10.241379310344827,15.781206896551723,0.1896551724137931,44,22,3,Balanced High-Performing Stores,1.9446913225966413,-0.337513611709912
3813,MOUNT AYR,21,1883.58,124,89.69428571428571,5.904761904761905,15.273333333333333,0.2857142857142857,20,16,3,Balanced High-Performing Stores,-0.29093973563495945,-0.2514624321456657
3814,WEST DES MOINES,52,107507.42,5314,2067.450384615385,102.1923076923077,26.60173076923077,0.7115384615384616,40,21,4,Specialized Wholesale Stores,7.290325261805439,15.261550078644545
3816,RED OAK,41,4168.9,385,101.68048780487804,9.390243902439025,14.941219512195122,0.21951219512195122,40,20,3,Balanced High-Performing Stores,1.1563785838394098,-0.5354672050785838
3818,KNOXVILLE,179,6461.14,617,36.09575418994414,3.446927374301676,13.589441340782123,0.19553072625698323,146,41,2,Large High-Volume Stores,3.3099268197333322,-2.0058938640313655
3819,DECORAH,71,6780.13,575,95.49478873239437,8.098591549295774,14.858591549295776,0.18309859154929578,65,36,3,Balanced High-Performing Stores,2.4728391445551274,-1.1011760663333874
3820,SIOUX CITY,309,48706.03,3589,157.6246925566343,11.614886731391586,17.055016181229774,0.2912621359223301,264,57,2,Large High-Volume Stores,6.115387554792879,-0.7937858918079608
3822,SHUEYVILLE,38,2069.66,109,54.46473684210526,2.8684210526315788,21.631842105263157,0.42105263157894735,35,22,0,Premium Retail Stores,0.4905559443195027,0.16009310953648861
3825,DES MOINES,71,11617.42,1339,163.6256338028169,18.859154929577464,12.937605633802818,0.2112676056338028,62,23,3,Balanced High-Performing Stores,2.6790293156159652,-0.1692520171158648
3829,MOUNT VERNON,92,6730.21,504,73.15445652173914,5.478260869565218,13.560978260869565,0.06521739130434782,68,29,3,Balanced High-Performing Stores,2.158379668235715,-1.7957614282363268
3830,CRESTON,79,15493.68,828,196.12253164556964,10.481012658227849,19.78987341772152,0.3670886075949367,61,28,2,Large High-Volume Stores,2.9541469383153673,0.5923806475145502
3831,MADRID,52,3592.35,359,69.08365384615385,6.903846153846154,11.982115384615385,0.09615384615384616,44,18,3,Balanced High-Performing Stores,0.9748271284439843,-1.4915147798356472
3833,ATLANTIC,63,10412.16,678,165.27238095238096,10.761904761904763,17.046825396825398,0.2857142857142857,47,21,3,Balanced High-Performing Stores,2.1498150743030897,0.12486511026662767
3838,BETTENDORF,64,9303.57,612,145.36828125,9.5625,16.5778125,0.265625,59,28,3,Balanced High-Performing Stores,2.379867242604872,-0.2536259581571553
